ts,sessionId,page,auth,method,status,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,artist,song,duration,year,month,hour,day
2026-08-07T21:58:40.000+07:00,191,NextSong,Logged In,PUT,200,paid,1,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Rainbow,Can't Happen Here,299.57178,2026,8,21,7
2026-08-07T21:58:41.000+07:00,191,Logout,Logged In,PUT,307,paid,2,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,,,,2026,8,21,7
2026-08-07T21:59:44.000+07:00,206,NextSong,Logged In,PUT,200,paid,7,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Radio Moscow,Broke Down,255.89507,2026,8,21,7
2026-08-07T21:59:44.000+07:00,158,Home,Logged In,GET,200,paid,1,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,,,,2026,8,21,7
2026-08-07T21:59:45.000+07:00,191,Home,Logged Out,GET,200,paid,3,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,,,,,,,,,2026,8,21,7
2026-08-07T21:59:46.000+07:00,191,Login,Logged Out,PUT,307,paid,4,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,,,,,,,,,2026,8,21,7
2026-08-07T22:00:33.000+07:00,158,NextSong,Logged In,PUT,200,paid,2,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Roy Brown,Love Don't Love Nobody,163.83955,2026,8,22,7
2026-08-07T22:03:10.000+07:00,63,NextSong,Logged In,PUT,200,free,2,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,Original Love,Let's Go To The Darkside Of The Moon (Piano Version),164.91057,2026,8,22,7
2026-08-07T22:03:15.000+07:00,191,Home,Logged In,GET,200,paid,5,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,,,,2026,8,22,7
2026-08-07T22:03:16.000+07:00,158,NextSong,Logged In,PUT,200,paid,3,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Crematorium,Unlearn,210.1024,2026,8,22,7
2026-08-07T22:03:39.000+07:00,191,NextSong,Logged In,PUT,200,paid,6,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Albert King,Please Come Back To Me - Live,668.62976,2026,8,22,7
2026-08-07T22:03:59.000+07:00,206,NextSong,Logged In,PUT,200,paid,8,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Azukx,124 Stomp,438.90894,2026,8,22,7
2026-08-07T22:05:54.000+07:00,63,NextSong,Logged In,PUT,200,free,3,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,Goatwhore,Liar of Nastrond,153.49506,2026,8,22,7
2026-08-07T22:06:46.000+07:00,158,NextSong,Logged In,PUT,200,paid,4,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Gary Go,Open Arms,217.86076,2026,8,22,7
2026-08-07T22:08:27.000+07:00,63,NextSong,Logged In,PUT,200,free,4,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,A Perfect Murder,Within (Album Version),202.23955,2026,8,22,7
2026-08-07T22:10:23.000+07:00,158,NextSong,Logged In,PUT,200,paid,5,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Hacken Lee,Hun Qian De Nu Ren,481.54077,2026,8,22,7
2026-08-07T22:11:17.000+07:00,206,NextSong,Logged In,PUT,200,paid,9,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Kelly Clarkson,Cry,214.5171,2026,8,22,7
2026-08-07T22:14:47.000+07:00,191,NextSong,Logged In,PUT,200,paid,7,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Bert Kaempfert,Don't Go,184.31955,2026,8,22,7
2026-08-07T22:14:51.000+07:00,206,NextSong,Logged In,PUT,200,paid,10,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Flame,Don't Stop,190.37994,2026,8,22,7
2026-08-07T22:15:03.000+07:00,206,Downgrade,Logged In,GET,200,paid,11,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,,,,2026,8,22,7
2026-08-07T22:15:22.000+07:00,92,NextSong,Logged In,PUT,200,paid,0,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,The Jackson Southernaires,Lord We Give You All The Praise,356.10077,2026,8,22,7
2026-08-07T22:17:03.000+07:00,37,NextSong,Logged In,PUT,200,free,0,Roseville,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-121.373155,38.78207,38,Hanna,Aimar,F,1628311645000,Stanley Clarke,Cruisin',331.3367,2026,8,22,7
2026-08-07T22:17:51.000+07:00,191,NextSong,Logged In,PUT,200,paid,8,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,O'2L,Little Edith,290.08932,2026,8,22,7
2026-08-07T22:18:01.000+07:00,206,NextSong,Logged In,PUT,200,paid,12,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Michelle & Vickie,Ying Guang Hu Die,279.1963,2026,8,22,7
2026-08-07T22:18:24.000+07:00,158,NextSong,Logged In,PUT,200,paid,6,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Bobby Pulido,La Bruja Chafa,182.80444,2026,8,22,7
2026-08-07T22:21:18.000+07:00,92,NextSong,Logged In,PUT,200,paid,1,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,The Paul Butterfield Blues Band,All In A Day (Live @ The Troubadour_ LosAngeles),490.84036,2026,8,22,7
2026-08-07T22:21:26.000+07:00,158,NextSong,Logged In,PUT,200,paid,7,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Johnny Copeland,Make My Home Where I Hang My Hat,206.00117,2026,8,22,7
2026-08-07T22:22:34.000+07:00,37,NextSong,Logged In,PUT,200,free,1,Roseville,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-121.373155,38.78207,38,Hanna,Aimar,F,1628311645000,Moon Mullican,Mona Lisa,170.52689,2026,8,22,7
2026-08-07T22:22:40.000+07:00,206,NextSong,Logged In,PUT,200,paid,13,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Zuma,Inferior (Late Night Version),266.00443,2026,8,22,7
2026-08-07T22:22:41.000+07:00,191,NextSong,Logged In,PUT,200,paid,9,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Samba Trio,Essa Marie,121.10322,2026,8,22,7
2026-08-07T22:24:42.000+07:00,191,NextSong,Logged In,PUT,200,paid,10,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,John Mellencamp,Peaceful World,218.67056,2026,8,22,7
2026-08-07T22:24:52.000+07:00,158,NextSong,Logged In,PUT,200,paid,8,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Cockney Rejects,It's Alright Bruv,241.50159,2026,8,22,7
2026-08-07T22:27:06.000+07:00,206,NextSong,Logged In,PUT,200,paid,14,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,B.o.B,Nothin' On You [feat. Bruno Mars] (Album Version),269.63547,2026,8,22,7
2026-08-07T22:28:20.000+07:00,191,NextSong,Logged In,PUT,200,paid,11,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Mario Piu,Communication,430.54974,2026,8,22,7
2026-08-07T22:28:53.000+07:00,158,NextSong,Logged In,PUT,200,paid,9,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Charlie Byrd,Speak Low,348.2118,2026,8,22,7
2026-08-07T22:29:16.000+07:00,162,Home,Logged In,GET,200,free,0,Saint Paul,,MN,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-93.193842,44.739462,60,Hunter,Dominique,M,1628311645000,,,,2026,8,22,7
2026-08-07T22:29:28.000+07:00,92,NextSong,Logged In,PUT,200,paid,2,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Jennifer Lopez,We Gotta Talk,247.77098,2026,8,22,7
2026-08-07T22:31:35.000+07:00,206,NextSong,Logged In,PUT,200,paid,15,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,K-OS,Sunday Morning (Sony Connect Set),214.1775,2026,8,22,7
2026-08-07T22:33:35.000+07:00,92,NextSong,Logged In,PUT,200,paid,3,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Sister Hazel,Cerilene,332.93015,2026,8,22,7
2026-08-07T22:34:41.000+07:00,158,NextSong,Logged In,PUT,200,paid,10,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Kitaro,Trong Com,43.51955,2026,8,22,7
2026-08-07T22:35:09.000+07:00,206,NextSong,Logged In,PUT,200,paid,16,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Johnny Horton,Old Gobbler the Hound Dog,119.90159,2026,8,22,7
2026-08-07T22:35:24.000+07:00,158,NextSong,Logged In,PUT,200,paid,11,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,String Trio Of New York,Ju Ju,392.4371,2026,8,22,7
2026-08-07T22:35:30.000+07:00,191,NextSong,Logged In,PUT,200,paid,12,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Milieu,Blackwood Moth,371.87872,2026,8,22,7
2026-08-07T22:36:22.000+07:00,162,NextSong,Logged In,PUT,200,free,1,Saint Paul,,MN,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-93.193842,44.739462,60,Hunter,Dominique,M,1628311645000,Bangalafumenga,Baile Da Pesada,188.89098,2026,8,22,7
2026-08-07T22:37:08.000+07:00,206,NextSong,Logged In,PUT,200,paid,17,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Jason & The Scorchers,19th Nervous Breakdown,227.49995,2026,8,22,7
2026-08-07T22:39:07.000+07:00,92,NextSong,Logged In,PUT,200,paid,4,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Oak Ridge Boys,Unworthy of His Love,116.21832,2026,8,22,7
2026-08-07T22:39:33.000+07:00,85,NextSong,Logged In,PUT,200,free,0,Franklin,,MI,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-83.264824,42.520357,86,Alexander,Marisela,F,1686397946000,Steve Vai,Fever Dream,364.53833,2026,8,22,7
2026-08-07T22:40:55.000+07:00,206,NextSong,Logged In,PUT,200,paid,18,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Yung Joc,BYOB (Explicit Album Version),193.64526,2026,8,22,7
2026-08-07T22:41:03.000+07:00,92,NextSong,Logged In,PUT,200,paid,5,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Blingtones,Gross Throw-up Burp (Sonnerie_ Ringtone),14.86322,2026,8,22,7
2026-08-07T22:41:17.000+07:00,92,NextSong,Logged In,PUT,200,paid,6,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Tigerstyle,Dhol Vajda,351.451,2026,8,22,7
2026-08-07T22:41:41.000+07:00,191,NextSong,Logged In,PUT,200,paid,13,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Tyrone Taylor,I'm A Believer,229.35464,2026,8,22,7
2026-08-07T22:41:56.000+07:00,158,NextSong,Logged In,PUT,200,paid,12,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Debbie Davies,Little Sister,225.67139,2026,8,22,7
2026-08-07T22:42:35.000+07:00,205,NextSong,Logged In,PUT,200,free,0,Bryan,,TX,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-96.322612,30.661252,65,Jones,Lillian,F,1628311645000,Kuba,Geh,222.04036,2026,8,22,7
2026-08-07T22:44:08.000+07:00,206,NextSong,Logged In,PUT,200,paid,19,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Kostis Maraveyas,Love Alone,247.7971,2026,8,22,7
2026-08-07T22:45:30.000+07:00,191,NextSong,Logged In,PUT,200,paid,14,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,MxPx,Drum Machine Joy,215.24854,2026,8,22,7
2026-08-07T22:45:37.000+07:00,85,NextSong,Logged In,PUT,200,free,1,Franklin,,MI,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-83.264824,42.520357,86,Alexander,Marisela,F,1686397946000,Bomb Squad,Never Be (Bonus Track),115.69587,2026,8,22,7
2026-08-07T22:45:41.000+07:00,158,NextSong,Logged In,PUT,200,paid,13,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Al Di Meola,Calliope,257.30566,2026,8,22,7
2026-08-07T22:46:17.000+07:00,205,NextSong,Logged In,PUT,200,free,1,Bryan,,TX,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-96.322612,30.661252,65,Jones,Lillian,F,1628311645000,The Nelons,Only A Look,237.03465,2026,8,22,7
2026-08-07T22:47:08.000+07:00,92,NextSong,Logged In,PUT,200,paid,7,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Charlie McCoy,Night Life,282.53995,2026,8,22,7
2026-08-07T22:47:32.000+07:00,85,NextSong,Logged In,PUT,200,free,2,Franklin,,MI,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-83.264824,42.520357,86,Alexander,Marisela,F,1686397946000,45 Grave,Party Time,163.26485,2026,8,22,7
2026-08-07T22:48:15.000+07:00,206,NextSong,Logged In,PUT,200,paid,20,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Emperor,With Strength I Burn,508.96933,2026,8,22,7
2026-08-07T22:49:05.000+07:00,191,NextSong,Logged In,PUT,200,paid,15,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,W.A.S.P.,Phantoms In The Mirror,276.71466,2026,8,22,7
2026-08-07T22:49:58.000+07:00,158,NextSong,Logged In,PUT,200,paid,14,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1761739651000,Susana Seivane,Para Milladoiro,350.71954,2026,8,22,7
2026-08-07T22:50:14.000+07:00,205,NextSong,Logged In,PUT,200,free,2,Bryan,,TX,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-96.322612,30.661252,65,Jones,Lillian,F,1628311645000,Vilma Palma,Lluvia De Acido,202.78812,2026,8,22,7
2026-08-07T22:50:15.000+07:00,85,NextSong,Logged In,PUT,200,free,3,Franklin,,MI,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-83.264824,42.520357,86,Alexander,Marisela,F,1686397946000,Nichols,Fica ma mi,214.46484,2026,8,22,7
2026-08-07T22:51:50.000+07:00,92,NextSong,Logged In,PUT,200,paid,8,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Loop Guru,Climax,521.9522,2026,8,22,7
2026-08-07T22:53:41.000+07:00,191,NextSong,Logged In,PUT,200,paid,16,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Sick Of It All,Consume (LP Version),223.7122,2026,8,22,7
2026-08-07T22:56:27.000+07:00,29,Home,Logged Out,GET,200,free,0,Mesa,,AZ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-111.769015,33.448733,,,,,,,,,2026,8,22,7
2026-08-07T22:56:43.000+07:00,206,NextSong,Logged In,PUT,200,paid,21,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Starski and Clutch,Belle Isle Players,239.80363,2026,8,22,7
2026-08-07T22:57:24.000+07:00,191,NextSong,Logged In,PUT,200,paid,17,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Babbie Mason,Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),236.25098,2026,8,22,7
2026-08-07T22:58:03.000+07:00,215,Home,Logged In,GET,200,free,0,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,,,,2026,8,22,7
2026-08-07T22:59:13.000+07:00,215,NextSong,Logged In,PUT,200,free,1,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,Kurt Tepperwein,Einleitung,33.67138,2026,8,22,7
2026-08-07T23:00:31.000+07:00,92,NextSong,Logged In,PUT,200,paid,9,Fort Worth,,TX,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-97.523856,32.787009,93,Thomas,Layton,M,1628311645000,Dusminguet,Africa,173.97507,2026,8,23,7
2026-08-07T23:00:42.000+07:00,206,NextSong,Logged In,PUT,200,paid,22,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Bob Wills,Playboy Theme,90.69669,2026,8,23,7
2026-08-07T23:01:05.000+07:00,29,About,Logged Out,GET,200,free,1,Mesa,,AZ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-111.769015,33.448733,,,,,,,,,2026,8,23,7
2026-08-07T23:01:20.000+07:00,191,NextSong,Logged In,PUT,200,paid,18,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Gary Moore,I Can't Wait Until Tomorrow (Live),724.92365,2026,8,23,7
