artist,song,duration,ts,sessionid,auth,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,year,month,hour,day
Stanley Clarke,Cruisin',331.3367,2026-03-22T22:17:03.000+07:00,,Logged In,free,0,Roseville,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-121.373155,38.78207,38,Hanna,Aimar,F,1616388445000,2026,3,22,22
O'2L,Little Edith,290.08932,2026-05-07T22:17:51.000+07:00,,Logged In,paid,8,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Michelle & Vickie,Ying Guang Hu Die,279.1963,2026-04-18T22:18:01.000+07:00,,Logged In,paid,12,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Bobby Pulido,La Bruja Chafa,182.80444,2026-04-30T22:18:24.000+07:00,,Logged In,paid,6,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
The Paul Butterfield Blues Band,All In A Day (Live @ The Troubadour_ LosAngeles),490.84036,2026-07-15T22:21:18.000+07:00,,Logged In,paid,1,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
Johnny Copeland,Make My Home Where I Hang My Hat,206.00117,2026-04-30T22:21:26.000+07:00,,Logged In,paid,7,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
Moon Mullican,Mona Lisa,170.52689,2026-03-22T22:22:34.000+07:00,,Logged In,free,1,Roseville,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-121.373155,38.78207,38,Hanna,Aimar,F,1616388445000,2026,3,22,22
Zuma,Inferior (Late Night Version),266.00443,2026-04-18T22:22:40.000+07:00,,Logged In,paid,13,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Samba Trio,Essa Marie,121.10322,2026-05-07T22:22:41.000+07:00,,Logged In,paid,9,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
John Mellencamp,Peaceful World,218.67056,2026-05-07T22:24:42.000+07:00,,Logged In,paid,10,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Cockney Rejects,It's Alright Bruv,241.50159,2026-04-30T22:24:52.000+07:00,,Logged In,paid,8,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
B.o.B,Nothin' On You [feat. Bruno Mars] (Album Version),269.63547,2026-04-18T22:27:06.000+07:00,,Logged In,paid,14,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Mario Piu,Communication,430.54974,2026-05-07T22:28:20.000+07:00,,Logged In,paid,11,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Charlie Byrd,Speak Low,348.2118,2026-04-30T22:28:53.000+07:00,,Logged In,paid,9,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
Jennifer Lopez,We Gotta Talk,247.77098,2026-07-15T22:29:28.000+07:00,,Logged In,paid,2,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
K-OS,Sunday Morning (Sony Connect Set),214.1775,2026-04-18T22:31:35.000+07:00,,Logged In,paid,15,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Sister Hazel,Cerilene,332.93015,2026-07-15T22:33:35.000+07:00,,Logged In,paid,3,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
Kitaro,Trong Com,43.51955,2026-04-30T22:34:41.000+07:00,,Logged In,paid,10,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
Johnny Horton,Old Gobbler the Hound Dog,119.90159,2026-04-18T22:35:09.000+07:00,,Logged In,paid,16,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
String Trio Of New York,Ju Ju,392.4371,2026-04-30T22:35:24.000+07:00,,Logged In,paid,11,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
Milieu,Blackwood Moth,371.87872,2026-05-07T22:35:30.000+07:00,,Logged In,paid,12,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Bangalafumenga,Baile Da Pesada,188.89098,2026-03-17T22:36:22.000+07:00,,Logged In,free,1,Saint Paul,,MN,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-93.193842,44.739462,60,Hunter,Dominique,M,1615956445000,2026,3,22,17
Jason & The Scorchers,19th Nervous Breakdown,227.49995,2026-04-18T22:37:08.000+07:00,,Logged In,paid,17,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Oak Ridge Boys,Unworthy of His Love,116.21832,2026-07-15T22:39:07.000+07:00,,Logged In,paid,4,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
Steve Vai,Fever Dream,364.53833,2026-05-28T22:39:33.000+07:00,,Logged In,free,0,Franklin,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.264824,42.520357,86,Alexander,Marisela,F,1680263546000,2026,5,22,28
Yung Joc,BYOB (Explicit Album Version),193.64526,2026-04-18T22:40:55.000+07:00,,Logged In,paid,18,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Blingtones,Gross Throw-up Burp (Sonnerie_ Ringtone),14.86322,2026-07-15T22:41:03.000+07:00,,Logged In,paid,5,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
Tigerstyle,Dhol Vajda,351.451,2026-07-15T22:41:17.000+07:00,,Logged In,paid,6,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
Tyrone Taylor,I'm A Believer,229.35464,2026-05-07T22:41:41.000+07:00,,Logged In,paid,13,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Debbie Davies,Little Sister,225.67139,2026-04-30T22:41:56.000+07:00,,Logged In,paid,12,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
Kuba,Geh,222.04036,2026-06-01T22:42:35.000+07:00,,Logged In,free,0,Bryan,,TX,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-96.322612,30.661252,65,Jones,Lillian,F,1622522845000,2026,6,22,1
Kostis Maraveyas,Love Alone,247.7971,2026-04-18T22:44:08.000+07:00,,Logged In,paid,19,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
MxPx,Drum Machine Joy,215.24854,2026-05-07T22:45:30.000+07:00,,Logged In,paid,14,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Bomb Squad,Never Be (Bonus Track),115.69587,2026-05-28T22:45:37.000+07:00,,Logged In,free,1,Franklin,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.264824,42.520357,86,Alexander,Marisela,F,1680263546000,2026,5,22,28
Al Di Meola,Calliope,257.30566,2026-04-30T22:45:41.000+07:00,,Logged In,paid,13,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
The Nelons,Only A Look,237.03465,2026-06-01T22:46:17.000+07:00,,Logged In,free,1,Bryan,,TX,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-96.322612,30.661252,65,Jones,Lillian,F,1622522845000,2026,6,22,1
Charlie McCoy,Night Life,282.53995,2026-07-15T22:47:08.000+07:00,,Logged In,paid,7,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
45 Grave,Party Time,163.26485,2026-05-28T22:47:32.000+07:00,,Logged In,free,2,Franklin,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.264824,42.520357,86,Alexander,Marisela,F,1680263546000,2026,5,22,28
Emperor,With Strength I Burn,508.96933,2026-04-18T22:48:15.000+07:00,,Logged In,paid,20,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
W.A.S.P.,Phantoms In The Mirror,276.71466,2026-05-07T22:49:05.000+07:00,,Logged In,paid,15,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Susana Seivane,Para Milladoiro,350.71954,2026-04-30T22:49:58.000+07:00,,Logged In,paid,14,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,56,Williams,Celeste,F,1753186051000,2026,4,22,30
Vilma Palma,Lluvia De Acido,202.78812,2026-06-01T22:50:14.000+07:00,,Logged In,free,2,Bryan,,TX,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-96.322612,30.661252,65,Jones,Lillian,F,1622522845000,2026,6,22,1
Nichols,Fica ma mi,214.46484,2026-05-28T22:50:15.000+07:00,,Logged In,free,3,Franklin,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.264824,42.520357,86,Alexander,Marisela,F,1680263546000,2026,5,22,28
Loop Guru,Climax,521.9522,2026-07-15T22:51:50.000+07:00,,Logged In,paid,8,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,22,15
Sick Of It All,Consume (LP Version),223.7122,2026-05-07T22:53:41.000+07:00,,Logged In,paid,16,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Starski and Clutch,Belle Isle Players,239.80363,2026-04-18T22:56:43.000+07:00,,Logged In,paid,21,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,22,18
Babbie Mason,Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),236.25098,2026-05-07T22:57:24.000+07:00,,Logged In,paid,17,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,22,7
Kurt Tepperwein,Einleitung,33.67138,2026-06-26T22:59:13.000+07:00,,Logged In,free,1,Salters,,SC,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-79.848696,33.56892,64,Davis,Benjamin,M,1624682845000,2026,6,22,26
Dusminguet,Africa,173.97507,2026-07-15T23:00:31.000+07:00,,Logged In,paid,9,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Bob Wills,Playboy Theme,90.69669,2026-04-18T23:00:42.000+07:00,,Logged In,paid,22,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Gary Moore,I Can't Wait Until Tomorrow (Live),724.92365,2026-05-07T23:01:20.000+07:00,,Logged In,paid,18,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Jack Johnson,Fortunate Fool,228.70158,2026-04-18T23:02:12.000+07:00,,Logged In,paid,23,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Roger Sanchez,Lost,532.37506,2026-07-15T23:03:24.000+07:00,,Logged In,paid,10,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Havok,Monologue With the Sky,238.07954,2026-04-18T23:06:00.000+07:00,,Logged In,paid,24,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Flora Purim,Latinas,222.9024,2026-04-18T23:09:58.000+07:00,,Logged In,paid,25,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Speaker,Joking,188.29016,2026-07-15T23:12:16.000+07:00,,Logged In,paid,11,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
BÃ©zu,Le chacha des gorilles,275.3824,2026-05-07T23:13:24.000+07:00,,Logged In,paid,19,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Ana Popovic,Shadow After Dark,263.83627,2026-04-18T23:13:40.000+07:00,,Logged In,paid,26,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Chet Atkins,Get Up & Go,173.68771,2026-07-15T23:15:24.000+07:00,,Logged In,paid,12,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Sticky Fingaz & Omar Epps,Don't Owe Me Nothin',142.86322,2026-05-07T23:17:59.000+07:00,,Logged In,paid,20,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Willie Barcena,Love & Romance,163.76118,2026-04-18T23:18:03.000+07:00,,Logged In,paid,27,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Eric Demarsan,ValÃ©rie,91.45424,2026-07-15T23:18:17.000+07:00,,Logged In,paid,13,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Sound Field,CrossBreed,564.37506,2026-07-15T23:19:48.000+07:00,,Logged In,paid,14,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Lily Allen,Everyone's At It,277.83792,2026-05-07T23:20:21.000+07:00,,Logged In,paid,21,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Los Morros Del Norte,Raza Cristalera,130.76852,2026-04-18T23:20:46.000+07:00,,Logged In,paid,28,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Emeneya,Maloba pamba,552.3587,2026-04-18T23:22:56.000+07:00,,Logged In,paid,30,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Y&T,Black Tiger,275.9571,2026-05-07T23:24:58.000+07:00,,Logged In,paid,22,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Karen Peck And New River,My God Will Always Be Enough,280.5024,2026-07-15T23:29:12.000+07:00,,Logged In,paid,15,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Murphy Lee / Zee,Murphy Lee,268.90405,2026-05-07T23:29:33.000+07:00,,Logged In,paid,23,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Dean Evenson,Gateway,203.93752,2026-04-18T23:32:08.000+07:00,,Logged In,paid,31,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,23,18
Selena,Ven Conmigo/Perdoname (Live),388.51874,2026-05-12T23:32:20.000+07:00,,Logged In,free,0,Selma,,NC,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-78.260557,35.579476,48,Harris,Kai,M,1620794845000,2026,5,23,12
Oldelaf et Monsieur D,La fÃªte Ã  la prison,296.9334,2026-07-15T23:33:52.000+07:00,,Logged In,paid,16,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Al Di Meola,Splendido Sundance,291.02975,2026-05-07T23:34:01.000+07:00,,Logged In,paid,24,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Jean-Jacques Goldman;Edith Lefel;Malavoi,Chanson D'Amour,238.44527,2026-07-15T23:38:48.000+07:00,,Logged In,paid,17,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Elephant Man,Head Gone/Wine Up Uh Self (Album Version),233.58649,2026-05-07T23:38:52.000+07:00,,Logged In,paid,25,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Aram Shelton,All Dressed Up,540.52527,2026-05-07T23:42:45.000+07:00,,Logged In,paid,26,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Nicole C. Mullen,Shooby (Live Version),237.16525,2026-07-15T23:42:46.000+07:00,,Logged In,paid,18,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Lynn August,Trust In The Lord,262.5824,2026-07-15T23:46:43.000+07:00,,Logged In,paid,19,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
