ts,sessionId,page,auth,method,status,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,artist,song,duration,year,month,hour,day
2026-04-23T15:56:38.000+07:00,2635,NextSong,Logged In,PUT,200,free,8,New York,,NY,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-74.006,40.7128,950,Jones,James,M,1763273094000,Coldplay,Shape of You,217.60015,2026,4,15,23
2026-04-23T15:58:17.000+07:00,2177,NextSong,Logged In,PUT,200,paid,3,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Celine Dion,Someone Like You,282.78397,2026,4,15,23
2026-04-23T16:01:04.000+07:00,2635,NextSong,Logged In,PUT,200,free,9,New York,,NY,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-74.006,40.7128,950,Jones,James,M,1763273094000,The Beatles,Because You Loved Me,201.47448,2026,4,16,23
2026-04-23T16:03:41.000+07:00,2177,NextSong,Logged In,PUT,200,paid,4,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Adele,Because You Loved Me,165.9515,2026,4,16,23
2026-04-23T16:05:46.000+07:00,2635,NextSong,Logged In,PUT,200,free,10,New York,,NY,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-74.006,40.7128,950,Jones,James,M,1763273094000,Zeca Baleiro,Fix You,169.28247,2026,4,16,23
2026-04-23T20:02:05.000+07:00,2647,Home,Logged In,GET,200,free,1,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,142,Jones,Ivan,F,1734908388000,,,,2026,4,20,23
2026-04-23T20:03:23.000+07:00,2647,NextSong,Logged In,PUT,200,free,2,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,142,Jones,Ivan,F,1734908388000,Pagan Wanderer Lu,Let It Be,355.24158,2026,4,20,23
2026-04-23T20:09:36.000+07:00,2647,NextSong,Logged In,PUT,200,free,3,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,142,Jones,Ivan,F,1734908388000,Pagan Wanderer Lu,Hey Jamalo,123.92418,2026,4,20,23
2026-04-23T20:12:34.000+07:00,2647,NextSong,Logged In,PUT,200,free,4,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,142,Jones,Ivan,F,1734908388000,Curtis Mayfield,People Never Give Up,323.99448,2026,4,20,23
2026-04-23T20:21:58.000+07:00,1591,Home,Logged In,GET,200,paid,1,West Palm Beach,,FL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-80.0584,26.6696,286,Santana,Jennifer,F,1732703386000,,,,2026,4,20,23
2026-04-23T20:22:42.000+07:00,1591,NextSong,Logged In,PUT,200,paid,2,West Palm Beach,,FL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-80.0584,26.6696,286,Santana,Jennifer,F,1732703386000,Taylor Swift,People Never Give Up,330.30937,2026,4,20,23
2026-04-23T21:27:03.000+07:00,4622,Home,Logged In,GET,200,free,1,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,,,,2026,4,21,23
2026-04-23T21:27:51.000+07:00,4622,NextSong,Logged In,PUT,200,free,2,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Dario Marianelli,The Harbour,305.36509,2026,4,21,23
2026-04-23T21:34:56.000+07:00,4622,NextSong,Logged In,PUT,200,free,3,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Ed Sheeran,Meeting Daisy,136.22453,2026,4,21,23
2026-04-23T21:39:03.000+07:00,4622,NextSong,Logged In,PUT,200,free,4,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Jazzy B,Trying To Get To Heaven,270.86261,2026,4,21,23
2026-04-23T21:45:19.000+07:00,4622,NextSong,Logged In,PUT,200,free,5,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Curtis Mayfield,Trying To Get To Heaven,226.64079,2026,4,21,23
2026-04-23T21:45:50.000+07:00,2542,Home,Logged In,GET,200,paid,1,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,,,,2026,4,21,23
2026-04-23T21:46:50.000+07:00,2542,NextSong,Logged In,PUT,200,paid,2,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Bally Sagoo,Hello,206.86066,2026,4,21,23
2026-04-23T21:50:34.000+07:00,4622,NextSong,Logged In,PUT,200,free,6,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Jazzy B,Fix You,317.40349,2026,4,21,23
2026-04-23T21:51:45.000+07:00,2542,NextSong,Logged In,PUT,200,paid,3,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Zeca Baleiro,Let It Be,221.14415,2026,4,21,23
2026-04-23T21:56:51.000+07:00,2542,NextSong,Logged In,PUT,200,paid,4,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Coldplay,Hello,263.56884,2026,4,21,23
2026-04-23T21:56:57.000+07:00,4622,NextSong,Logged In,PUT,200,free,7,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Dario Marianelli,Telegrama,273.40041,2026,4,21,23
2026-04-23T22:01:53.000+07:00,4622,NextSong,Logged In,PUT,200,free,8,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Curtis Mayfield,Trying To Get To Heaven,174.8309,2026,4,22,23
2026-04-23T22:02:05.000+07:00,2542,NextSong,Logged In,PUT,200,paid,5,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,The Beatles,The Harbour,327.90701,2026,4,22,23
2026-04-23T22:06:33.000+07:00,4622,NextSong,Logged In,PUT,200,free,9,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,603,Jones,Lydia,M,1762272996000,Zeca Baleiro,Trying To Get To Heaven,212.31908,2026,4,22,23
2026-04-23T22:08:32.000+07:00,79,Home,Logged In,GET,200,paid,1,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,,,,2026,4,22,23
2026-04-23T22:09:17.000+07:00,2542,NextSong,Logged In,PUT,200,paid,6,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Dario Marianelli,Love Story,135.52658,2026,4,22,23
2026-04-23T22:09:36.000+07:00,79,NextSong,Logged In,PUT,200,paid,2,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Pagan Wanderer Lu,Hey Jude,190.36844,2026,4,22,23
2026-04-23T22:12:40.000+07:00,2542,NextSong,Logged In,PUT,200,paid,7,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Taylor Swift,Meeting Daisy,261.40843,2026,4,22,23
2026-04-23T22:14:32.000+07:00,79,NextSong,Logged In,PUT,200,paid,3,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Ed Sheeran,Let It Be,130.56469,2026,4,22,23
2026-04-23T22:17:57.000+07:00,2542,NextSong,Logged In,PUT,200,paid,8,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Alexandre Desplat,Yellow,355.88991,2026,4,22,23
2026-04-23T22:18:32.000+07:00,79,NextSong,Logged In,PUT,200,paid,4,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Taylor Swift,Love Story,251.67095,2026,4,22,23
2026-04-23T22:24:37.000+07:00,79,NextSong,Logged In,PUT,200,paid,5,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Coldplay,Trying To Get To Heaven,202.84406,2026,4,22,23
2026-04-23T22:25:18.000+07:00,2542,NextSong,Logged In,PUT,200,paid,9,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,47,Johnson,Lydia,M,1756227834000,Drake,Because You Loved Me,222.8029,2026,4,22,23
2026-04-23T22:28:49.000+07:00,79,NextSong,Logged In,PUT,200,paid,6,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Bally Sagoo,Knight -> King 4,249.18859,2026,4,22,23
2026-04-23T22:34:19.000+07:00,79,NextSong,Logged In,PUT,200,paid,7,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Curtis Mayfield,Love Story,295.36519,2026,4,22,23
2026-04-23T22:40:14.000+07:00,79,NextSong,Logged In,PUT,200,paid,8,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Pagan Wanderer Lu,Trying To Get To Heaven,326.80488,2026,4,22,23
2026-04-23T22:45:53.000+07:00,79,NextSong,Logged In,PUT,200,paid,9,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Pagan Wanderer Lu,Shape of You,121.73786,2026,4,22,23
2026-04-23T22:48:19.000+07:00,79,NextSong,Logged In,PUT,200,paid,10,Phoenix,,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-112.074,33.4484,610,Jones,Coen,F,1756143129000,Bob Dylan,Shape of You,142.34257,2026,4,22,23
2026-04-23T22:48:58.000+07:00,3845,Home,Logged In,GET,200,paid,1,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,,,,2026,4,22,23
2026-04-23T22:50:50.000+07:00,3845,NextSong,Logged In,PUT,200,paid,2,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Jazzy B,Hey Jamalo,125.56406,2026,4,22,23
2026-04-23T22:53:14.000+07:00,3845,NextSong,Logged In,PUT,200,paid,3,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Dario Marianelli,Soorma,279.58952,2026,4,22,23
2026-04-23T22:58:27.000+07:00,3845,NextSong,Logged In,PUT,200,paid,4,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Dario Marianelli,Hey Jamalo,209.92623,2026,4,22,23
2026-04-23T23:03:38.000+07:00,3845,NextSong,Logged In,PUT,200,paid,5,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Pagan Wanderer Lu,Trying To Get To Heaven,327.44886,2026,4,23,23
2026-04-23T23:09:23.000+07:00,3845,NextSong,Logged In,PUT,200,paid,6,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Bob Dylan,Soorma,216.81183,2026,4,23,23
2026-04-23T23:13:35.000+07:00,3845,NextSong,Logged In,PUT,200,paid,7,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Ed Sheeran,Soorma,347.19683,2026,4,23,23
2026-04-23T23:20:58.000+07:00,3845,NextSong,Logged In,PUT,200,paid,8,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Adele,Yellow,196.14849,2026,4,23,23
2026-04-23T23:24:44.000+07:00,3845,NextSong,Logged In,PUT,200,paid,9,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,706,Jones,Ivan,F,1742374137000,Bob Dylan,Fix You,183.41022,2026,4,23,23
2026-04-24T00:30:58.000+07:00,4033,Home,Logged In,GET,200,paid,1,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,,,,2026,4,0,24
2026-04-24T00:32:57.000+07:00,4033,NextSong,Logged In,PUT,200,paid,2,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,Coldplay,Yesterday,330.17076,2026,4,0,24
2026-04-24T00:39:40.000+07:00,4033,NextSong,Logged In,PUT,200,paid,3,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,Alexandre Desplat,Blank Space,245.02435,2026,4,0,24
2026-04-24T00:44:51.000+07:00,4033,NextSong,Logged In,PUT,200,paid,4,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,Celine Dion,Shape of You,198.38193,2026,4,0,24
2026-04-24T00:49:42.000+07:00,4033,NextSong,Logged In,PUT,200,paid,5,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,Coldplay,Telegrama,220.69773,2026,4,0,24
2026-04-24T00:54:27.000+07:00,4033,NextSong,Logged In,PUT,200,paid,6,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,Ed Sheeran,Let It Be,335.65531,2026,4,0,24
2026-04-24T01:00:42.000+07:00,4033,NextSong,Logged In,PUT,200,paid,7,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,The Beatles,People Never Give Up,166.14719,2026,4,1,24
2026-04-24T01:04:24.000+07:00,4033,NextSong,Logged In,PUT,200,paid,8,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,513,Cannon,John,F,1718208576000,Bob Dylan,The Harbour,295.15273,2026,4,1,24
2026-04-24T03:37:27.000+07:00,91,Home,Logged In,GET,200,free,1,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,,,,2026,4,3,24
2026-04-24T03:37:54.000+07:00,91,NextSong,Logged In,PUT,200,free,2,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,Ed Sheeran,Yesterday,150.36296,2026,4,3,24
2026-04-24T03:40:40.000+07:00,91,NextSong,Logged In,PUT,200,free,3,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,Bob Dylan,Telegrama,274.46786,2026,4,3,24
2026-04-24T03:45:48.000+07:00,91,NextSong,Logged In,PUT,200,free,4,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,Coldplay,The Harbour,273.41356,2026,4,3,24
2026-04-24T03:50:53.000+07:00,2395,Home,Logged In,GET,200,paid,1,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,,,,2026,4,3,24
2026-04-24T03:51:10.000+07:00,91,NextSong,Logged In,PUT,200,free,5,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,The Beatles,Hello,209.88095,2026,4,3,24
2026-04-24T03:51:52.000+07:00,2395,NextSong,Logged In,PUT,200,paid,2,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,Alexandre Desplat,People Never Give Up,298.03314,2026,4,3,24
2026-04-24T03:56:12.000+07:00,91,NextSong,Logged In,PUT,200,free,6,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,Drake,Fix You,140.44023,2026,4,3,24
2026-04-24T03:58:03.000+07:00,2395,NextSong,Logged In,PUT,200,paid,3,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,Bally Sagoo,Yellow,203.91919,2026,4,3,24
2026-04-24T03:59:04.000+07:00,91,NextSong,Logged In,PUT,200,free,7,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,Pagan Wanderer Lu,Shape of You,131.89716,2026,4,3,24
2026-04-24T04:01:36.000+07:00,91,NextSong,Logged In,PUT,200,free,8,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,The Beatles,Hey Jude,259.82167,2026,4,4,24
2026-04-24T04:03:10.000+07:00,2395,NextSong,Logged In,PUT,200,paid,4,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,Taylor Swift,Meeting Daisy,281.68015,2026,4,4,24
2026-04-24T04:07:06.000+07:00,91,NextSong,Logged In,PUT,200,free,9,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,641,Davis,Lillian,F,1726593666000,The Beatles,Hey Jude,312.43904,2026,4,4,24
2026-04-24T04:08:10.000+07:00,2395,NextSong,Logged In,PUT,200,paid,5,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,Bob Dylan,Fix You,189.20301,2026,4,4,24
2026-04-24T04:11:49.000+07:00,2395,NextSong,Logged In,PUT,200,paid,6,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,Curtis Mayfield,Someone Like You,179.44649,2026,4,4,24
2026-04-24T04:15:21.000+07:00,2395,NextSong,Logged In,PUT,200,paid,7,Indianapolis,,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-86.2333,39.8986,266,Cannon,James,F,1731240410000,Taylor Swift,God's Plan,240.1451,2026,4,4,24
2026-04-24T04:16:20.000+07:00,1119,Home,Logged In,GET,200,free,1,Indianapolis,,IN,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-86.2333,39.8986,816,Wilson,John,F,1710145440000,,,,2026,4,4,24
